"freq","word5","word4","word3","word2","word1"
1e+06,"rack","wire","a","on","cool"
1e+06,"to","myself","bring","not","could"
1e+06,"of","lieu","in","jail","county"
1e+06,"the","in","be","to","crime"
1e+06,"law","in","son","and","daughter"
1e+06,"to","want","i","if","decide"
1e+06,"of","think","i","not","did"
1e+06,"attack","heart","a","of","died"
1e+06,"of","lives","the","in","difference"
1e+06,"not","do","i","it","do"
1e+06,"of","day","best","the","do"
1e+06,"do","to","have","this","does"
1e+06,"you","say","people","what","doing"
1e+06,"the","of","one","as","down"
1e+06,"day","the","in","hours","enough"
1e+06,"day","the","in","time","enough"
1e+06,"child","and","woman","man","every"
1e+06,"going","is","belieber","single","every"
1e+06,"expecting","are","you","when","expect"
1e+06,"in","years","to","up","face"
1e+06,"know","her","let","and","follow"
1e+06,"twitter","on","creation","poised","following"
1e+06,"in","award","shorty","a","for"
1e+06,"guide","wine","better","following","for"
1e+06,"the","loved","so","god","for"
1e+06,"guys","ily","dreams","my","for"
1e+06,"out","shout","ff","the","for"
1e+06,"carl","free","lee","carl","free"
1e+06,"calories","total","of","percent","from"
1e+06,"night","my","make","would","from"
1e+06,"day","the","of","fact","fun"
1e+06,"would","from","tweet","a","getting"
1e+06,"other","each","know","to","getting"
1e+06,"to","able","was","i","glad"
1e+06,"overjoyness","of","explode","to","going"
1e+06,"for","store","in","things","great"
1e+06,"monday","on","that","you","guarantee"
1e+06,"of","one","to","birthday","happy"
1e+06,"to","way","long","a","has"
1e+06,"with","do","to","anything","has"
1e+06,"end","an","to","come","has"
1e+06,"a","been","ever","there","has"
1e+06,"ready","server","new","a","have"
1e+06,"with","deal","to","had","have"
1e+06,"to","able","not","was","he"
1e+06,"few","a","just","are","here"
1e+06,"to","able","be","to","hoping"
1e+06,"you","with","things","are","how"
1e+06,"to","it","is","hard","how"
1e+06,"forward","looking","actually","am","i"
1e+06,"to","about","not","am","i"
1e+06,"of","aware","not","am","i"
1e+06,"she","if","her","asked","i"
1e+06,"same","the","say","could","i"
1e+06,"to","need","the","felt","i"
1e+06,"with","obsession","an","have","i"
1e+06,"to","dying","been","have","i"
1e+06,"to","not","decided","have","i"
1e+06,"to","else","nothing","have","i"
1e+06,"myself","remind","to","have","i"
1e+06,"to","sure","be","ll","i"
1e+06,"of","lot","a","spend","i"
1e+06,"school","high","to","went","i"
1e+06,"best","the","him","wish","i"
1e+06,"to","willing","be","would","i"
1e+06,"reason","other","no","for","if"
1e+06,"been","not","had","it","if"
1e+06,"to","willing","are","they","if"
1e+06,"law","of","court","a","in"
1e+06,"to","attempt","desperate","a","in"
1e+06,"the","of","part","another","in"
1e+06,"time","first","the","for","in"
1e+06,"now","right","life","my","in"
1e+06,"of","frame","right","the","in"
1e+06,"journal","street","wall","the","in"
1e+06,"of","number","the","in","increase"
1e+06,"are","values","serving","per","information"
1e+06,"the","in","step","a","is"
1e+06,"been","has","always","and","is"
1e+06,"time","all","an","at","is"
1e+06,"done","than","said","easier","is"
1e+06,"time","hard","a","having","is"
1e+06,"of","eye","the","in","is"
1e+06,"call","so","number","my","is"
1e+06,"a","in","latest","the","is"
1e+06,"to","down","comes","all","it"
1e+06,"of","rest","the","for","it"
1e+06,"to","nice","always","is","it"
1e+06,"to","impossible","nearly","is","it"
1e+06,"of","matter","a","was","it"
1e+06,"that","fact","the","was","it"
1e+06,"of","sake","the","for","just"
1e+06,"ordered","doctor","the","what","just"
1e+06,"they","can","sasha","and","kimberly"
1e+06,"reported","was","larceny","a","larceny"
1e+06,"being","time","the","for","least"
1e+06,"day","to","day","as","listed"
1e+06,"out","turned","it","how","love"
1e+06,"to","point","a","it","make"
1e+06,"it","break","or","it","make"
1e+06,"true","come","dream","my","make"
1e+06,"taught","miobi","night","my","make"
1e+06,"me","follow","me","follow","me"
1e+06,"time","first","the","for","me"
1e+06,"the","do","would","i","me"
1e+06,"to","need","i","that","me"
1e+06,"my","for","shoot","to","me"
1e+06,"do","to","something","have","might"
1e+06,"shoot","to","me","taught","miobi"
1e+06,"day","is","mother","for","mom"
1e+06,"is","belieber","single","every","monday"
1e+06,"the","of","day","favorite","my"
1e+06,"me","taught","miobi","night","my"
1e+06,"prize","place","win","rd","nd"
1e+06,"calories","calories","number","whole","nearest"
1e+06,"of","power","the","underestimate","never"
1e+06,"to","me","taught","miobi","night"
1e+06,"award","shorty","a","for","nominate"
1e+06,"tell","not","do","ask","not"
1e+06,"not","do","i","mean","not"
1e+06,"tea","of","cup","my","not"
1e+06,"up","wake","to","want","not"
1e+06,"when","it","hate","you","not"
1e+06,"time","the","not","is","now"
1e+06,"percent","from","calories","calories","number"
1e+06,"values","serving","per","information","nutrition"
1e+06,"bin","obama","laden","bin","obama"
1e+06,"belieber","single","every","monday","on"
1e+06,"list","disabled","day","the","on"
1e+06,"workers","co","my","of","one"
1e+06,"time","a","at","thing","one"
1e+06,"of","case","the","in","or"
1e+06,"to","way","her","of","out"
1e+06,"zone","comfort","your","of","out"
1e+06,"to","way","best","the","out"
1e+06,"to","able","be","will","people"
1e+06,"rounded","are","values","serving","per"
1e+06,"time","right","the","at","place"
1e+06,"her","let","and","follow","please"
1e+06,"of","love","the","for","please"
1e+06,"seattle","a","adding","try","please"
1e+06,"fame","of","hall","football","pro"
1e+06,"just","works","it","and","products"
1e+06,"university","the","conference","weekend","program"
1e+06,"money","prize","place","win","rd"
1e+06,"romney","mitt","candidate","presidential","republican"
1e+06,"whole","nearest","the","to","rounded"
1e+06,"to","chance","a","for","rt"
1e+06,"to","like","would","i","rt"
1e+06,"of","pace","a","with","run"
1e+06,"to","going","was","she","said"
1e+06,"happy","sing","they","can","sasha"
1e+06,"to","going","are","you","say"
1e+06,"dtoseattle","bring","date","tour","seattle"
1e+06,"on","going","is","what","see"
1e+06,"to","rounded","are","values","serving"
1e+06,"ily","dreams","my","for","shoot"
1e+06,"sasha","and","kimberly","to","shoutout"
1e+06,"to","going","is","belieber","single"
1e+06,"not","do","i","that","so"
1e+06,"amp","amp","gt","amp","span"
1e+06,"city","kansas","and","louis","st"
1e+06,"of","middle","the","in","standing"
1e+06,"out","it","check","to","sure"
1e+06,"who","people","with","yourself","surround"
1e+06,"for","shoot","to","me","taught"
1e+06,"forward","looking","following","for","thanks"
1e+06,"it","about","think","i","that"
1e+06,"to","want","you","makes","that"
1e+06,"single","every","monday","on","that"
1e+06,"engineers","of","corps","army","the"
1e+06,"the","in","feeling","best","the"
1e+06,"to","yet","is","best","the"
1e+06,"of","front","in","car","the"
1e+06,"office","is","attorney","district","the"
1e+06,"art","contemporary","of","museum","the"
1e+06,"head","the","on","nail","the"
1e+06,"safety","traffic","highway","national","the"
1e+06,"game","star","all","nba","the"
1e+06,"calories","number","whole","nearest","the"
1e+06,"exchange","mercantile","york","new","the"
1e+06,"misfits","of","band","pirates","the"
1e+06,"mind","of","frame","right","the"
1e+06,"said","be","can","same","the"
1e+06,"and","church","of","separation","the"
1e+06,"delaware","wilmington","restaurant","thai","the"
1e+06,"you","when","you","for","there"
1e+06,"of","middle","the","in","there"
1e+06,"for","room","always","is","there"
1e+06,"to","able","be","should","they"
1e+06,"to","birthday","happy","sing","they"
1e+06,"be","would","do","to","thing"
1e+06,"to","going","is","he","think"
1e+06,"of","kind","the","is","this"
1e+06,"do","to","what","do","to"
1e+06,"takes","it","whatever","do","to"
1e+06,"are","you","when","expect","to"
1e+06,"hours","overjoyness","of","explode","to"
1e+06,"of","bit","a","have","to"
1e+06,"can","sasha","and","kimberly","to"
1e+06,"day","other","the","me","to"
1e+06,"of","kind","what","see","to"
1e+06,"dreams","my","for","shoot","to"
1e+06,"number","whole","nearest","the","to"
1e+06,"be","gonna","is","it","tonight"
1e+06,"to","going","am","i","too"
1e+06,"il","chicago","in","now","trending"
1e+06,"tour","seattle","a","adding","try"
1e+06,"by","you","to","brought","tweet"
1e+06,"my","make","would","from","tweet"
1e+06,"me","let","not","will","twitter"
1e+06,"center","medical","case","hospitals","university"
1e+06,"camp","basketball","delaware","of","university"
1e+06,"morning","the","in","at","up"
1e+06,"the","to","rounded","are","values"
1e+06,"of","rid","get","to","want"
1e+06,"to","able","been","have","we"
1e+06,"to","able","be","would","we"
1e+06,"of","university","the","conference","weekend"
1e+06,"to","supposed","i","am","what"
1e+06,"for","looking","was","i","what"
1e+06,"about","all","this","is","what"
1e+06,"cannot","you","say","people","what"
1e+06,"from","calories","calories","number","whole"
1e+06,"journey","rainbow","gray","novel","winning"
1e+06,"the","in","see","to","wish"
1e+06,"the","in","out","one","with"
1e+06,"exchange","and","securities","the","with"
1e+06,"to","pressed","hard","be","would"
1e+06,"day","best","the","do","would"
1e+06,"to","able","been","have","would"
1e+06,"you","tell","to","love","would"
1e+06,"of","rest","the","and","you"
1e+06,"what","say","and","are","you"
1e+06,"that","somebody","just","are","you"
1e+06,"life","my","all","been","you"
1e+06,"with","away","get","can","you"
1e+06,"song","love","a","like","you"
1e+06,"every","monday","on","that","you"
1e+06,"to","us","like","would","you"
1e+06,"girl","a","or","boy","a"
1e+06,"world","the","in","care","a"
1e+06,"night","last","show","great","a"
1e+06,"the","on","time","great","a"
1e+06,"day","is","mother","happy","a"
1e+06,"half","a","and","month","a"
1e+06,"the","with","familiar","person","a"
1e+06,"school","high","in","senior","a"
1e+06,"time","of","amount","short","a"
1e+06,"wrist","the","on","slap","a"
1e+06,"face","his","on","smile","a"
1e+06,"face","my","to","smile","a"
1e+06,"be","to","crime","state","a"
1e+06,"with","begins","miles","thousand","a"
1e+06,"is","life","yourself","finding","about"
1e+06,"i","more","the","it","about"
1e+06,"press","associated","the","to","according"
1e+06,"on","tv","qatar","on","aired"
1e+06,"there","out","dads","the","all"
1e+06,"of","midst","the","in","am"
1e+06,"that","opinion","the","of","am"
1e+06,"of","part","a","be","and"
1e+06,"of","rest","the","for","and"
1e+06,"shown","deal","the","get","and"
1e+06,"to","going","is","he","and"
1e+06,"to","had","just","i","and"
1e+06,"myself","to","thought","i","and"
1e+06,"to","able","be","not","and"
1e+06,"columbia","of","district","the","and"
1e+06,"to","comes","it","when","and"
1e+06,"of","help","the","with","and"
1e+06,"is","drink","first","your","and"
1e+06,"the","of","day","other","any"
1e+06,"creation","poised","following","you","appreciate"
1e+06,"the","of","some","just","are"
1e+06,"to","old","too","never","are"
1e+06,"of","lot","a","not","are"
1e+06,"who","there","out","people","are"
1e+06,"to","going","guys","you","are"
1e+06,"of","block","the","in","arrested"
1e+06,"case","the","often","is","as"
1e+06,"be","may","case","the","as"
1e+06,"athletic","mall","square","penn","aspen"
1e+06,"university","reserve","western","case","at"
1e+06,"the","of","summit","the","at"
1e+06,"to","next","table","the","at"
1e+06,"cards","credit","and","reservations","bar"
1e+06,"care","health","is","obama","barack"
1e+06,"that","fact","the","on","based"
1e+06,"true","come","dream","a","be"
1e+06,"illegally","country","the","in","be"
1e+06,"chance","a","with","in","be"
1e+06,"to","happy","than","more","be"
1e+06,"eleanor","dreams","their","of","beauty"
1e+06,"in","account","this","on","been"
1e+06,"of","beauty","the","in","believe"
1e+06,"day","the","of","verse","bible"
1e+06,"have","you","hope","i","birthday"
1e+06,"nam","wait","tim","obj","blocks"
1e+06,"me","of","ahead","day","busy"
1e+06,"not","did","just","i","but"
1e+06,"you","tell","me","let","but"
1e+06,"know","i","do","what","but"
1e+06,"below","link","the","visit","by"
1e+06,"just","all","we","not","ca"
1e+06,"to","back","traced","be","can"
1e+06,"time","last","the","remember","cannot"
1e+06,"factory","chocolate","the","and","charlie"
1e+06,"you","if","out","it","check"
1e+06,"market","android","the","in","comment"
1e+06,"of","university","the","to","committed"
1e+06,"statement","a","in","said","company"
1e+06,"states","united","the","of","constitution"
1e+06,"enemies","to","up","attacks","cost"
1e+06,"job","better","a","do","could"
1e+06,"on","hands","my","get","could"
1e+06,"for","asked","have","not","could"
1e+06,"johnson","kyle","and","wilson","dan"
1e+06,"to","love","would","i","day"
1e+06,"out","it","check","to","decided"
1e+06,"skwirl","secret","some","u","dig"
1e+06,"time","the","all","it","do"
1e+06,"of","rest","the","with","do"
1e+06,"better","any","get","it","does"
1e+06,"a","you","make","will","education"
1e+06,"to","able","be","to","enough"
1e+06,"not","do","you","when","even"
1e+06,"word","the","of","sense","every"
1e+06,"on","deals","great","offers","express"
1e+06,"all","to","day","is","father"
1e+06,"the","all","to","day","fathers"
1e+06,"mind","who","those","because","feel"
1e+06,"by","stop","to","free","feel"
1e+06,"percent","from","percent","to","fell"
1e+06,"looking","are","you","what","find"
1e+06,"about","is","life","yourself","finding"
1e+06,"of","series","a","in","first"
1e+06,"salt","and","powder","baking","flour"
1e+06,"back","follow","will","i","follow"
1e+06,"biggest","you","is","she","follow"
1e+06,"twitter","on","hilltop","the","following"
1e+06,"on","shame","once","me","fool"
1e+06,"the","in","spot","a","for"
1e+06,"purposes","and","intents","all","for"
1e+06,"wishes","birthday","the","all","for"
1e+06,"hour","an","least","at","for"
1e+06,"on","hilltop","the","following","for"
1e+06,"services","medicaid","and","medicare","for"
1e+06,"time","second","the","only","for"
1e+06,"heart","of","faint","the","for"
1e+06,"down","get","gotta","friday","friday"
1e+06,"credit","and","reservations","bar","full"
1e+06,"android","the","in","comment","game"
1e+06,"free","jail","of","out","get"
1e+06,"here","shown","deal","the","get"
1e+06,"for","pay","you","what","get"
1e+06,"giving","on","keeps","that","gift"
1e+06,"time","hard","a","you","giving"
1e+06,"it","make","could","you","glad"
1e+06,"to","is","life","in","goal"
1e+06,"the","and","bad","the","good"
1e+06,"of","out","kick","a","got"
1e+06,"time","limited","journey","rainbow","gray"
1e+06,"you","from","hear","to","great"
1e+06,"side","other","the","on","greener"
1e+06,"to","going","am","i","guess"
1e+06,"insanity","of","reason","by","guilty"
1e+06,"would","he","son","a","had"
1e+06,"with","do","to","more","had"
1e+06,"to","able","be","to","happy"
1e+06,"of","subject","the","been","has"
1e+06,"job","good","a","done","has"
1e+06,"thunderstorm","severe","a","issued","has"
1e+06,"lot","a","thinking","been","have"
1e+06,"of","lot","a","heard","have"
1e+06,"way","other","any","it","have"
1e+06,"forward","look","to","something","have"
1e+06,"out","it","figure","to","have"
1e+06,"not","does","he","said","he"
1e+06,"to","able","be","should","he"
1e+06,"love","in","heels","over","head"
1e+06,"states","united","the","in","here"
